visual_name,property_category,property_name,property_description,property_values
hundredPercentStackedAreaChart,y2Axis,secLogAxisScale,Logarithmic scale,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,secShowAxisTitle,Title,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,secStart,Start,Expected type: number
hundredPercentStackedAreaChart,y2Axis,secTitleBold,Bold,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,secTitleColor,Color,Expected type: color
hundredPercentStackedAreaChart,y2Axis,secTitleFontFamily,Font family,Expected type: string
hundredPercentStackedAreaChart,y2Axis,secTitleFontSize,Color,Expected type: number
hundredPercentStackedAreaChart,y2Axis,secTitleItalic,Italic,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,secTitleText,Axis title,Expected type: string
hundredPercentStackedAreaChart,y2Axis,secTitleUnderline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,secUnderline,Underline,Expected type: boolean
hundredPercentStackedAreaChart,y2Axis,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,zoom,categoryMax,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,categoryMin,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,categorySize,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,show,Show,Expected type: boolean
hundredPercentStackedAreaChart,zoom,showLabels,Slider labels,Expected type: boolean
hundredPercentStackedAreaChart,zoom,showOnCategoryAxis,X axis,Expected type: boolean
hundredPercentStackedAreaChart,zoom,showOnValueAxis,Y axis,Expected type: boolean
hundredPercentStackedAreaChart,zoom,showOnValueSecAxis,Secondary Y axis,Expected type: boolean
hundredPercentStackedAreaChart,zoom,showTooltip,Slider tooltips,Expected type: boolean
hundredPercentStackedAreaChart,zoom,valueMax,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,valueMin,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,valueSecMax,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,valueSecMin,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,valueSecSize,Color,Expected type: number
hundredPercentStackedAreaChart,zoom,valueSize,Color,Expected type: number
lineStackedColumnComboChart,background,color,Color,Expected type: color
lineStackedColumnComboChart,background,show,Show,Expected type: boolean
lineStackedColumnComboChart,background,transparency,Transparency,Expected type: number
lineStackedColumnComboChart,border,color,Color,Expected type: color
lineStackedColumnComboChart,border,radius,Radius,Expected type: number
lineStackedColumnComboChart,border,show,Show,Expected type: boolean
lineStackedColumnComboChart,border,width,Width,Expected type: number
lineStackedColumnComboChart,divider,color,Color,Expected type: color
lineStackedColumnComboChart,divider,ignorePadding,Ignore padding,Expected type: boolean
lineStackedColumnComboChart,divider,show,Show,Expected type: boolean
lineStackedColumnComboChart,divider,style,Line style,"solid, dashed, dotted"
lineStackedColumnComboChart,divider,width,Width,Expected type: number
lineStackedColumnComboChart,dropShadow,angle,Angle,Expected type: number
lineStackedColumnComboChart,dropShadow,color,Color,Expected type: color
lineStackedColumnComboChart,dropShadow,position,Shadow position,"Outer, Inner"
lineStackedColumnComboChart,dropShadow,preset,Preset,"BottomRight, Bottom, BottomLeft, CenterRight, Center, CenterLeft, TopRight, Top, TopLeft, Custom"
lineStackedColumnComboChart,dropShadow,shadowBlur,Blur,Expected type: number
lineStackedColumnComboChart,dropShadow,shadowDistance,Distance,Expected type: number
lineStackedColumnComboChart,dropShadow,shadowSpread,Size,Expected type: number
lineStackedColumnComboChart,dropShadow,show,Show,Expected type: boolean
lineStackedColumnComboChart,dropShadow,transparency,Transparency,Expected type: number
lineStackedColumnComboChart,general,allowBinnedLineSample,High density sampling,Expected type: boolean
lineStackedColumnComboChart,general,allowOverlappingPointsSample,High density sampling,Expected type: boolean
lineStackedColumnComboChart,general,altText,Alt text,Expected type: string
lineStackedColumnComboChart,general,height,Height,Expected type: number
lineStackedColumnComboChart,general,keepLayerOrder,Maintain layer order,Expected type: boolean
lineStackedColumnComboChart,general,width,Width,Expected type: number
lineStackedColumnComboChart,general,x,X Position,Expected type: number
lineStackedColumnComboChart,general,y,Y Position,Expected type: number
lineStackedColumnComboChart,lockAspect,show,Show,Expected type: boolean
lineStackedColumnComboChart,padding,bottom,Bottom padding,Expected type: number
lineStackedColumnComboChart,padding,left,Left padding,Expected type: number
lineStackedColumnComboChart,padding,right,Right padding,Expected type: number
lineStackedColumnComboChart,padding,top,Top padding,Expected type: number
lineStackedColumnComboChart,spacing,customizeSpacing,Customize spacing,Expected type: boolean
lineStackedColumnComboChart,spacing,spaceBelowSubTitle,Space below subtitle,Expected type: number
lineStackedColumnComboChart,spacing,spaceBelowTitle,Space below title,Expected type: number
lineStackedColumnComboChart,spacing,spaceBelowTitleArea,Space below title area,Expected type: number
lineStackedColumnComboChart,spacing,verticalSpacing,Space between label and value,Expected type: number
lineStackedColumnComboChart,stylePreset,name,Style,Expected type: string
lineStackedColumnComboChart,subTitle,alignment,Color,"left, center, right"
lineStackedColumnComboChart,subTitle,bold,Bold,Expected type: boolean
lineStackedColumnComboChart,subTitle,fontColor,Color,Expected type: color
lineStackedColumnComboChart,subTitle,fontFamily,Font family,Expected type: string
lineStackedColumnComboChart,subTitle,fontSize,Color,Expected type: number
lineStackedColumnComboChart,subTitle,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
lineStackedColumnComboChart,subTitle,italic,Italic,Expected type: boolean
lineStackedColumnComboChart,subTitle,show,Show,Expected type: boolean
lineStackedColumnComboChart,subTitle,text,Title text,Expected type: string
lineStackedColumnComboChart,subTitle,titleWrap,Word wrap,Expected type: boolean
lineStackedColumnComboChart,subTitle,underline,Underline,Expected type: boolean
lineStackedColumnComboChart,title,alignment,Color,"left, center, right"
lineStackedColumnComboChart,title,background,Color,Expected type: color
lineStackedColumnComboChart,title,bold,Bold,Expected type: boolean
lineStackedColumnComboChart,title,fontColor,Color,Expected type: color
lineStackedColumnComboChart,title,fontFamily,Font family,Expected type: string
lineStackedColumnComboChart,title,fontSize,Color,Expected type: number
lineStackedColumnComboChart,title,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
lineStackedColumnComboChart,title,italic,Italic,Expected type: boolean
lineStackedColumnComboChart,title,show,Show,Expected type: boolean
lineStackedColumnComboChart,title,text,Title text,Expected type: string
lineStackedColumnComboChart,title,titleWrap,Word wrap,Expected type: boolean
lineStackedColumnComboChart,title,underline,Underline,Expected type: boolean
lineStackedColumnComboChart,visualHeader,background,Color,Expected type: color
lineStackedColumnComboChart,visualHeader,border,Color,Expected type: color
lineStackedColumnComboChart,visualHeader,foreground,Color,Expected type: color
lineStackedColumnComboChart,visualHeader,show,Show,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showCommentButton,Comment button,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showCopyVisualImageButton,Copy icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showDrillDownExpandButton,Expand to next level icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showDrillDownLevelButton,Show next level icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showDrillRoleSelector,Drill on dropdown,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showDrillToggleButton,Drill down icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showDrillUpButton,Drill up icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showFilterRestatementButton,Filter icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showFocusModeButton,Focus mode icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showFollowVisualButton,Follow visual button,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showOptionsMenu,More options icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showPersonalizeVisualButton,Personalize visual,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showPinButton,Pin icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showSeeDataLayoutToggleButton,See data layout icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showSetAlertButton,Set alert button,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showSmartNarrativeButton,Smart narrative,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showTooltipButton,Visual header tooltip icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showVisualErrorButton,Visual error icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showVisualInformationButton,Visual information icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,showVisualWarningButton,Visual warning icon,Expected type: boolean
lineStackedColumnComboChart,visualHeader,transparency,Transparency,Expected type: number
lineStackedColumnComboChart,visualHeaderTooltip,background,Color,Expected type: color
lineStackedColumnComboChart,visualHeaderTooltip,bold,Bold,Expected type: boolean
lineStackedColumnComboChart,visualHeaderTooltip,fontFamily,Font family,Expected type: string
lineStackedColumnComboChart,visualHeaderTooltip,fontSize,Color,Expected type: number
lineStackedColumnComboChart,visualHeaderTooltip,italic,Italic,Expected type: boolean
lineStackedColumnComboChart,visualHeaderTooltip,section,Page,Expected type: string
lineStackedColumnComboChart,visualHeaderTooltip,text,Tooltip text,Expected type: string
lineStackedColumnComboChart,visualHeaderTooltip,themedBackground,Color,Expected type: color
lineStackedColumnComboChart,visualHeaderTooltip,themedTitleFontColor,Color,Expected type: color
lineStackedColumnComboChart,visualHeaderTooltip,titleFontColor,Color,Expected type: color
lineStackedColumnComboChart,visualHeaderTooltip,transparency,Transparency,Expected type: number
lineStackedColumnComboChart,visualHeaderTooltip,type,Type,"Default, Canvas"
lineStackedColumnComboChart,visualHeaderTooltip,underline,Underline,Expected type: boolean
lineStackedColumnComboChart,visualLink,bookmark,Bookmark,Expected type: string
lineStackedColumnComboChart,visualLink,dataFunction,Color,Expected type: object
lineStackedColumnComboChart,visualLink,dataFunction.byReference,Color,Expected type: object
lineStackedColumnComboChart,visualLink,dataFunction.byReference.itemId,Color,Expected type: string
lineStackedColumnComboChart,visualLink,dataFunction.byReference.workspaceId,Color,Expected type: string
lineStackedColumnComboChart,visualLink,dataFunction.byReference.folderId,Color,Expected type: string
lineStackedColumnComboChart,visualLink,disabledTooltip,Disabled tooltip,Expected type: string
lineStackedColumnComboChart,visualLink,drillthroughSection,Destination,Expected type: string
lineStackedColumnComboChart,visualLink,enabledTooltip,Enabled tooltip,Expected type: string
lineStackedColumnComboChart,visualLink,navigationSection,Destination,Expected type: string
lineStackedColumnComboChart,visualLink,show,Show,Expected type: boolean
lineStackedColumnComboChart,visualLink,showDefaultTooltip,Show tooltips,Expected type: boolean
lineStackedColumnComboChart,visualLink,suppressDefaultTooltip,No tooltips,Expected type: boolean
lineStackedColumnComboChart,visualLink,tooltip,Tooltip,Expected type: string
lineStackedColumnComboChart,visualLink,tooltipPlaceholderText,Placeholder for tooltip,Expected type: string
lineStackedColumnComboChart,visualLink,type,Type,"Back, Bookmark, Drillthrough, PageNavigation, Qna, WebUrl, ApplyAllSlicers, ClearAllSlicers, DataFunction"
lineStackedColumnComboChart,visualLink,webUrl,Web URL,Expected type: string
lineStackedColumnComboChart,visualTooltip,actionFontColor,Color,Expected type: color
lineStackedColumnComboChart,visualTooltip,background,Color,Expected type: color
lineStackedColumnComboChart,visualTooltip,bold,Bold,Expected type: boolean
lineStackedColumnComboChart,visualTooltip,fontFamily,Font family,Expected type: string
lineStackedColumnComboChart,visualTooltip,fontSize,Color,Expected type: number
lineStackedColumnComboChart,visualTooltip,italic,Italic,Expected type: boolean
lineStackedColumnComboChart,visualTooltip,section,Page,Expected type: string
lineStackedColumnComboChart,visualTooltip,show,Show,Expected type: boolean
lineStackedColumnComboChart,visualTooltip,themedBackground,Color,Expected type: color
lineStackedColumnComboChart,visualTooltip,themedTitleFontColor,Color,Expected type: color
lineStackedColumnComboChart,visualTooltip,themedValueFontColor,Color,Expected type: color
lineStackedColumnComboChart,visualTooltip,titleFontColor,Color,Expected type: color
lineStackedColumnComboChart,visualTooltip,transparency,Transparency,Expected type: number
lineStackedColumnComboChart,visualTooltip,type,Type,"Default, Canvas"
lineStackedColumnComboChart,visualTooltip,underline,Underline,Expected type: boolean
lineStackedColumnComboChart,visualTooltip,valueFontColor,Color,Expected type: color
lineStackedColumnComboChart,annotationTemplate,callout,Color,Expected type: object
lineStackedColumnComboChart,categoryAxis,axisStyle,Style,"showTitleOnly, showUnitOnly, showBoth"
lineStackedColumnComboChart,categoryAxis,axisType,Type,"Scalar, Categorical"
lineStackedColumnComboChart,categoryAxis,bold,Bold,Expected type: boolean
lineStackedColumnComboChart,categoryAxis,concatenateLabels,Concatenate labels,Expected type: boolean
lineStackedColumnComboChart,categoryAxis,end,End,"Expected type: number, string"
lineStackedColumnComboChart,categoryAxis,fontFamily,Font family,Expected type: string
lineStackedColumnComboChart,categoryAxis,fontSize,Color,Expected type: number
